Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Unit,Y2017,Y2017F,Y2018,Y2018F,Y2019,Y2019F,Y2020,Y2020F,Y2021,Y2021F,Y2022,Y2022F
63,'233,Estonia,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.75,E,,,,,,,0.75,E,,
63,'233,Estonia,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.67,E,,,,,,,0.73,E,,
63,'233,Estonia,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.54,E,,,,,,,0.83,E,,
63,'233,Estonia,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.74,E,,,,,,,0.65,E,,
63,'233,Estonia,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.08,E,,,,,,,0.09,E,,
63,'233,Estonia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,10.9,E,9.5,E,8.2,E,7.5,E,5.1,E,5.1,E
63,'233,Estonia,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,0.1,E,0.1,E,0.1,E,0.1,E,0.1,E,0.1,E
209,'748,Eswatini,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,3.36,E,3.29,E,3.33,E,3.34,E,3.47,E,3.69,E
209,'748,Eswatini,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.51,E,,,,,,,0.53,E,,
209,'748,Eswatini,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,1.14,E,,,,,,,1.26,E,,
209,'748,Eswatini,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.34,E,,,,,,,0.33,E,,
209,'748,Eswatini,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.77,E,,,,,,,0.79,E,,
209,'748,Eswatini,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.52,E,,,,,,,0.31,E,,
209,'748,Eswatini,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.15,E,,,,,,,0.24,E,,
209,'748,Eswatini,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,68.9,E,67.6,E,67,E,67.5,E,65.1,E,65,E
209,'748,Eswatini,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,0.8,E,0.8,E,0.8,E,0.8,E,0.8,E,0.8,E
238,'231,Ethiopia,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,2.83,E,2.86,E,2.99,E,3.1,E,3.37,E,3.72,E
238,'231,Ethiopia,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.44,E,,,,,,,0.57,E,,
238,'231,Ethiopia,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.88,E,,,,,,,1.28,E,,
238,'231,Ethiopia,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.27,E,,,,,,,0.29,E,,
238,'231,Ethiopia,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.55,E,,,,,,,0.34,E,,
238,'231,Ethiopia,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.78,E,,,,,,,0.72,E,,
238,'231,Ethiopia,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.19,E,,,,,,,0.16,E,,
238,'231,Ethiopia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,59.3,E,55.5,E,54.5,E,54.2,E,55.2,E,54.1,E
238,'231,Ethiopia,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,64.2,E,61.6,E,62.2,E,63.5,E,66.3,E,66.7,E
66,'242,Fiji,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,3.24,E,3.3,E,3.46,E,3.51,E,3.91,E,4.28,E
66,'242,Fiji,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.52,E,,,,,,,0.55,E,,
66,'242,Fiji,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,1,E,,,,,,,1.12,E,,
66,'242,Fiji,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.2,E,,,,,,,0.33,E,,
66,'242,Fiji,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.8,E,,,,,,,1.01,E,,
66,'242,Fiji,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.91,E,,,,,,,0.7,E,,
66,'242,Fiji,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.19,E,,,,,,,0.19,E,,
66,'242,Fiji,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,45.8,E,47.4,E,52.6,E,62.5,E,66.8,E,59,E
66,'242,Fiji,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,0.4,E,0.4,E,0.5,E,0.6,E,0.6,E,0.5,E
67,'246,Finland,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,2.53,E,2.61,E,2.72,E,2.81,E,2.88,E,3.29,E
67,'246,Finland,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.19,E,,,,,,,0.22,E,,
67,'246,Finland,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.54,E,,,,,,,0.59,E,,
67,'246,Finland,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.41,E,,,,,,,0.48,E,,
67,'246,Finland,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.73,E,,,,,,,0.9,E,,
67,'246,Finland,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.6,E,,,,,,,0.62,E,,
67,'246,Finland,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.08,E,,,,,,,0.08,E,,
67,'246,Finland,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,1,E,1.1,E,0.7,E,0.6,E,0.8,E,0.8,E
67,'246,Finland,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,0.1,E,0.1,E,<0.1,E,<0.1,E,<0.1,E,<0.1,E
68,'250,France,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,2.58,E,2.65,E,2.83,E,2.94,E,3.04,E,3.42,E
68,'250,France,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.25,E,,,,,,,0.3,E,,
68,'250,France,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.64,E,,,,,,,0.58,E,,
68,'250,France,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.28,E,,,,,,,0.27,E,,
68,'250,France,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.85,E,,,,,,,0.95,E,,
68,'250,France,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.86,E,,,,,,,0.88,E,,
68,'250,France,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.07,E,,,,,,,0.07,E,,
68,'250,France,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,1.9,E,2.2,E,3.4,E,2.8,E,3.3,E,3.1,E
68,'250,France,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,1.2,E,1.4,E,2.2,E,1.8,E,2.2,E,2,E
74,'266,Gabon,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,3.25,E,3.3,E,3.38,E,3.43,E,3.61,E,3.96,E
74,'266,Gabon,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.55,E,,,,,,,0.59,E,,
74,'266,Gabon,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.73,E,,,,,,,1.02,E,,
74,'266,Gabon,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.22,E,,,,,,,0.37,E,,
74,'266,Gabon,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,1.17,E,,,,,,,1.03,E,,
74,'266,Gabon,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.57,E,,,,,,,0.45,E,,
74,'266,Gabon,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.11,E,,,,,,,0.14,E,,
74,'266,Gabon,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,32,E,32.6,E,33.1,E,34.8,E,36.3,E,37.3,E
74,'266,Gabon,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,0.7,E,0.7,E,0.7,E,0.8,E,0.8,E,0.9,E
75,'270,Gambia,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,2.65,E,2.71,E,2.75,E,2.8,E,3,E,3.31,E
75,'270,Gambia,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.49,E,,,,,,,0.8,E,,
75,'270,Gambia,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.59,E,,,,,,,0.94,E,,
75,'270,Gambia,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.14,E,,,,,,,0.29,E,,
75,'270,Gambia,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.9,E,,,,,,,0.33,E,,
75,'270,Gambia,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.66,E,,,,,,,0.41,E,,
75,'270,Gambia,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.17,E,,,,,,,0.23,E,,
75,'270,Gambia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,42.4,E,41.3,E,40.6,E,43.2,E,43.6,E,44,E
75,'270,Gambia,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,1,E,1,E,1,E,1.1,E,1.2,E,1.2,E
79,'276,Germany,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,2.64,E,2.76,E,2.87,E,2.97,E,3.1,E,3.56,E
79,'276,Germany,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.24,E,,,,,,,0.3,E,,
79,'276,Germany,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.67,E,,,,,,,0.66,E,,
79,'276,Germany,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.3,E,,,,,,,0.32,E,,
79,'276,Germany,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.82,E,,,,,,,0.86,E,,
79,'276,Germany,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.71,E,,,,,,,0.9,E,,
79,'276,Germany,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.05,E,,,,,,,0.07,E,,
79,'276,Germany,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,3.5,E,2.2,E,2,E,2.5,E,2.5,E,2.2,E
79,'276,Germany,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,2.9,E,1.9,E,1.7,E,2.1,E,2.1,E,1.9,E
81,'288,Ghana,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,3.45,E,3.54,E,3.62,E,3.7,E,3.89,E,4.29,E
81,'288,Ghana,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.55,E,,,,,,,0.77,E,,
81,'288,Ghana,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,1.23,E,,,,,,,1.6,E,,
81,'288,Ghana,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.17,E,,,,,,,0.44,E,,
81,'288,Ghana,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,1.26,E,,,,,,,0.51,E,,
81,'288,Ghana,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.4,E,,,,,,,0.28,E,,
81,'288,Ghana,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.15,E,,,,,,,0.29,E,,
81,'288,Ghana,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,65.2,E,64.1,E,62.7,E,63.6,E,62.7,E,63,E
81,'288,Ghana,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,19.7,E,19.8,E,19.8,E,20.5,E,20.6,E,21.1,E
84,'300,Greece,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,2.93,E,2.99,E,3.1,E,3.13,E,3.25,E,3.74,E
84,'300,Greece,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.41,E,,,,,,,0.43,E,,
84,'300,Greece,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.8,E,,,,,,,0.9,E,,
84,'300,Greece,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.41,E,,,,,,,0.33,E,,
84,'300,Greece,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.74,E,,,,,,,0.8,E,,
84,'300,Greece,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.58,E,,,,,,,0.66,E,,
84,'300,Greece,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.1,E,,,,,,,0.13,E,,
84,'300,Greece,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,30.8,E,28,E,24.6,E,24.2,E,21,E,18.3,E
84,'300,Greece,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,3.3,E,3,E,2.6,E,2.5,E,2.2,E,1.9,E
86,'308,Grenada,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,4.52,E,4.65,E,4.72,E,4.87,E,5.12,E,5.7,E
86,'308,Grenada,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.78,E,,,,,,,0.75,E,,
86,'308,Grenada,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,1.34,E,,,,,,,0.96,E,,
86,'308,Grenada,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.69,E,,,,,,,0.56,E,,
86,'308,Grenada,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,1.19,E,,,,,,,1.43,E,,
86,'308,Grenada,7011,Cost of fruits,6226,Value,PPP dollar per person per day,1.21,E,,,,,,,1.19,E,,
86,'308,Grenada,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.18,E,,,,,,,0.23,E,,
86,'308,Grenada,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,19.6,E,19.1,E,18.8,E,23.2,E,22.2,E,21.1,E
86,'308,Grenada,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,<0.1,E,<0.1,E,<0.1,E,<0.1,E,<0.1,E,<0.1,E
90,'324,Guinea,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,2.26,E,2.39,E,2.48,E,2.56,E,2.75,E,3.06,E
90,'324,Guinea,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.5,E,,,,,,,0.5,E,,
90,'324,Guinea,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.56,E,,,,,,,1.1,E,,
90,'324,Guinea,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.19,E,,,,,,,0.33,E,,
90,'324,Guinea,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,1.78,E,,,,,,,0.36,E,,
90,'324,Guinea,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.45,E,,,,,,,0.32,E,,
90,'324,Guinea,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.18,E,,,,,,,0.15,E,,
90,'324,Guinea,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,37.4,E,36.9,E,36.1,E,35.8,E,36.8,E,37.4,E
90,'324,Guinea,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,4.6,E,4.6,E,4.6,E,4.7,E,5,E,5.2,E
175,'624,Guinea-Bissau,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,2.95,E,3.03,E,3.11,E,3.2,E,3.44,E,3.73,E
175,'624,Guinea-Bissau,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.58,E,,,,,,,0.6,E,,
175,'624,Guinea-Bissau,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.57,E,,,,,,,1.12,E,,
175,'624,Guinea-Bissau,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.07,E,,,,,,,0.24,E,,
175,'624,Guinea-Bissau,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,1.28,E,,,,,,,0.85,E,,
175,'624,Guinea-Bissau,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.53,E,,,,,,,0.45,E,,
175,'624,Guinea-Bissau,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.15,E,,,,,,,0.18,E,,
175,'624,Guinea-Bissau,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,62.5,E,61.6,E,58.9,E,62.6,E,63.8,E,64,E
175,'624,Guinea-Bissau,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,1.2,E,1.2,E,1.2,E,1.3,E,1.3,E,1.3,E
91,'328,Guyana,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,4.63,E,4.74,E,4.83,E,4.89,E,5.12,E,5.53,E
91,'328,Guyana,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.51,E,,,,,,,,O,,
91,'328,Guyana,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.92,E,,,,,,,,O,,
91,'328,Guyana,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.67,E,,,,,,,,O,,
91,'328,Guyana,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,1.12,E,,,,,,,,O,,
91,'328,Guyana,7011,Cost of fruits,6226,Value,PPP dollar per person per day,1.28,E,,,,,,,,O,,
91,'328,Guyana,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.13,E,,,,,,,,O,,
91,'328,Guyana,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,41.3,E,41,E,39.2,E,22.6,E,16.9,E,9.4,E
91,'328,Guyana,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,0.3,E,0.3,E,0.3,E,0.2,E,0.1,E,0.1,E
93,'332,Haiti,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,3.93,E,4.07,E,4.28,E,4.49,E,4.81,E,5.26,E
93,'332,Haiti,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.65,E,,,,,,,,O,,
93,'332,Haiti,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,1.58,E,,,,,,,,O,,
93,'332,Haiti,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.35,E,,,,,,,,O,,
93,'332,Haiti,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.85,E,,,,,,,,O,,
93,'332,Haiti,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.38,E,,,,,,,,O,,
93,'332,Haiti,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.13,E,,,,,,,,O,,
93,'332,Haiti,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,77.4,E,77.9,E,79.4,E,81.5,E,82.4,E,83.6,E
93,'332,Haiti,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,8.4,E,8.6,E,8.9,E,9.2,E,9.4,E,9.7,E
95,'340,Honduras,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,3.63,E,3.69,E,3.68,E,3.77,E,3.89,E,4.37,E
95,'340,Honduras,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.64,E,,,,,,,0.6,E,,
95,'340,Honduras,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,1.08,E,,,,,,,1.08,E,,
95,'340,Honduras,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.23,E,,,,,,,0.35,E,,
95,'340,Honduras,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.68,E,,,,,,,0.79,E,,
95,'340,Honduras,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.48,E,,,,,,,0.8,E,,
95,'340,Honduras,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.25,E,,,,,,,0.27,E,,
95,'340,Honduras,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,39.8,E,39,E,38.7,E,43.4,E,38.9,E,39,E
95,'340,Honduras,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,3.8,E,3.8,E,3.9,E,4.4,E,4,E,4.1,E
97,'348,Hungary,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,3.36,E,3.45,E,3.6,E,3.69,E,3.71,E,4.51,E
97,'348,Hungary,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.41,E,,,,,,,0.53,E,,
97,'348,Hungary,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.8,E,,,,,,,0.75,E,,
97,'348,Hungary,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.42,E,,,,,,,0.48,E,,
97,'348,Hungary,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.75,E,,,,,,,0.99,E,,
97,'348,Hungary,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.83,E,,,,,,,0.83,E,,
97,'348,Hungary,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.09,E,,,,,,,0.12,E,,
97,'348,Hungary,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,32,E,26.5,E,26.4,E,20.4,E,12.7,E,10.5,E
97,'348,Hungary,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,3.1,E,2.6,E,2.6,E,2,E,1.2,E,1,E
99,'352,Iceland,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,2.37,E,2.41,E,2.52,E,2.7,E,2.78,E,3.02,E
99,'352,Iceland,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.28,E,,,,,,,0.35,E,,
99,'352,Iceland,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.6,E,,,,,,,0.74,E,,
99,'352,Iceland,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.28,E,,,,,,,0.28,E,,
99,'352,Iceland,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.52,E,,,,,,,0.79,E,,
99,'352,Iceland,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.48,E,,,,,,,0.54,E,,
99,'352,Iceland,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.06,E,,,,,,,0.06,E,,
99,'352,Iceland,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,0.6,E,0.5,E,0.6,E,0.7,E,0.6,E,0.4,E
99,'352,Iceland,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,<0.1,E,<0.1,E,<0.1,E,<0.1,E,<0.1,E,<0.1,E
100,'356,India,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,2.86,E,2.87,E,2.92,E,3.01,E,3.11,E,3.36,E
100,'356,India,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.41,E,,,,,,,0.42,E,,
100,'356,India,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.89,E,,,,,,,0.91,E,,
100,'356,India,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.29,E,,,,,,,0.37,E,,
100,'356,India,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.59,E,,,,,,,0.64,E,,
100,'356,India,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.5,E,,,,,,,0.53,E,,
100,'356,India,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.14,E,,,,,,,0.24,E,,
100,'356,India,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,69.5,E,62.5,E,57.1,E,61.2,E,59,E,55.6,E
100,'356,India,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,941.1,E,855.3,E,789.3,E,854.9,E,830.9,E,788.2,E
101,'360,Indonesia,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,3.69,E,3.82,E,3.83,E,3.98,E,4.22,E,4.64,E
101,'360,Indonesia,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.69,E,,,,,,,0.69,E,,
101,'360,Indonesia,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.93,E,,,,,,,1.25,E,,
101,'360,Indonesia,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.43,E,,,,,,,0.46,E,,
101,'360,Indonesia,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,1.16,E,,,,,,,0.78,E,,
101,'360,Indonesia,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.79,E,,,,,,,0.91,E,,
101,'360,Indonesia,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.13,E,,,,,,,0.13,E,,
101,'360,Indonesia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,51.4,E,48.9,E,47.1,E,46.8,E,46.6,E,46.5,E
101,'360,Indonesia,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,135.9,E,130.7,E,127.1,E,127.2,E,127.6,E,128,E
102,'364,Iran (Islamic Republic of),7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,3.01,E,3.21,E,3.64,E,3.6,E,4.17,E,5.13,E
102,'364,Iran (Islamic Republic of),7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.44,E,,,,,,,,O,,
102,'364,Iran (Islamic Republic of),7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.7,E,,,,,,,,O,,
102,'364,Iran (Islamic Republic of),7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.58,E,,,,,,,,O,,
102,'364,Iran (Islamic Republic of),7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.49,E,,,,,,,,O,,
102,'364,Iran (Islamic Republic of),7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.63,E,,,,,,,,O,,
102,'364,Iran (Islamic Republic of),7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.17,E,,,,,,,,O,,
102,'364,Iran (Islamic Republic of),7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,7.7,E,9.2,E,14.6,E,14.8,E,15,E,15.8,E
102,'364,Iran (Islamic Republic of),7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,6.5,E,7.9,E,12.6,E,12.9,E,13.2,E,14,E
103,'368,Iraq,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,3.38,E,3.47,E,3.54,E,3.54,E,3.67,E,4.03,E
103,'368,Iraq,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.64,E,,,,,,,0.62,E,,
103,'368,Iraq,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,1,E,,,,,,,1.38,E,,
103,'368,Iraq,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.29,E,,,,,,,0.36,E,,
103,'368,Iraq,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.67,E,,,,,,,0.57,E,,
103,'368,Iraq,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.65,E,,,,,,,0.58,E,,
103,'368,Iraq,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.13,E,,,,,,,0.15,E,,
103,'368,Iraq,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,23.1,E,23.1,E,21.9,E,28.5,E,28.4,E,26.7,E
103,'368,Iraq,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,9.2,E,9.4,E,9.1,E,12.1,E,12.4,E,11.9,E
104,'372,Ireland,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,2.33,E,2.27,E,2.3,E,2.22,E,2.24,E,2.48,E
